85.810	-6.052	0.311	4.115
85.924	-6.052	0.311	4.115
86.049	-6.052	0.311	4.115
86.167	-6.052	0.311	4.115
86.281	-6.052	0.311	4.115
86.397	-6.052	0.311	4.115
86.503	-6.052	0.311	4.115
86.619	-6.052	0.311	4.115
86.725	-6.052	0.311	4.115
86.834	-6.052	0.311	4.115
86.938	-6.052	0.311	4.115
87.060	-6.052	0.311	4.115
87.171	-6.052	0.311	4.115
87.271	-6.052	0.311	4.115
87.383	-6.052	0.311	4.115
87.486	-6.052	0.311	4.115
87.598	-6.052	0.311	4.115
87.710	-6.052	0.311	4.115
87.829	-6.052	0.311	4.115
87.936	-6.052	0.311	4.115
88.037	-6.052	0.311	4.116
88.156	-6.050	0.311	4.116
88.271	-6.049	0.311	4.117
88.373	-6.048	0.312	4.119
88.495	-6.046	0.312	4.120
88.596	-6.044	0.312	4.121
88.710	-6.042	0.312	4.123
88.812	-6.039	0.312	4.125
88.919	-6.037	0.312	4.127
89.033	-6.033	0.312	4.129
89.142	-6.027	0.312	4.134
89.267	-6.020	0.313	4.140
89.368	-6.013	0.313	4.145
89.471	-6.005	0.313	4.151
89.575	-5.997	0.313	4.157
89.688	-5.987	0.314	4.164
89.789	-5.977	0.314	4.172
89.899	-5.966	0.314	4.180
90.001	-5.956	0.315	4.188
90.103	-5.946	0.315	4.195
90.217	-5.933	0.316	4.205
90.324	-5.921	0.316	4.214
90.442	-5.908	0.317	4.225
90.552	-5.895	0.317	4.234
90.667	-5.880	0.318	4.245
90.774	-5.867	0.318	4.256
90.881	-5.853	0.319	4.266
90.988	-5.838	0.319	4.278
91.105	-5.827	0.320	4.286
91.218	-5.818	0.320	4.293
91.319	-5.809	0.320	4.300
91.422	-5.802	0.320	4.306
91.533	-5.794	0.321	4.312
91.635	-5.788	0.321	4.316
91.750	-5.781	0.321	4.322
91.851	-5.776	0.321	4.326
91.960	-5.770	0.322	4.330
92.071	-5.772	0.322	4.329
92.176	-5.778	0.321	4.324
92.296	-5.787	0.321	4.317
92.408	-5.798	0.321	4.308
92.522	-5.812	0.320	4.297
92.626	-5.828	0.320	4.286
92.729	-5.844	0.319	4.273
92.845	-5.866	0.318	4.256
92.952	-5.888	0.317	4.239
93.055	-5.913	0.316	4.220
93.167	-5.944	0.315	4.197
93.269	-5.976	0.314	4.172
93.385	-6.012	0.313	4.146
93.502	-6.058	0.311	4.111
93.608	-6.100	0.310	4.079
93.716	-6.146	0.308	4.045
93.834	-6.201	0.306	4.004
93.936	-6.250	0.304	3.968
94.054	-6.310	0.302	3.924
94.163	-6.373	0.300	3.878
94.277	-6.440	0.298	3.829
94.384	-6.507	0.295	3.781
94.495	-6.578	0.293	3.730
94.600	-6.653	0.291	3.676
94.709	-6.731	0.288	3.621
94.813	-6.809	0.285	3.566
94.923	-6.898	0.282	3.504
95.029	-6.985	0.280	3.444
95.135	-7.077	0.277	3.381
95.243	-7.172	0.274	3.315
95.351	-7.275	0.270	3.246
95.457	-7.375	0.267	3.178
95.561	-7.480	0.264	3.109
95.675	-7.597	0.261	3.031
95.779	-7.712	0.257	2.956
95.888	-7.834	0.254	2.876
95.989	-7.953	0.250	2.800
96.106	-8.090	0.246	2.713
96.211	-8.223	0.243	2.629
96.314	-8.355	0.239	2.546
96.422	-8.497	0.235	2.458
96.525	-8.642	0.231	2.369
96.633	-8.795	0.227	2.276
96.744	-8.951	0.223	2.182
96.853	-9.116	0.219	2.083
96.972	-9.303	0.214	1.972
97.076	-9.467	0.210	1.877
