0	0.000000	0.000000	0.000000	-3.039596	25.016001
0	0.000000	0.000000	0.107153	-2.602665	26.016001
0	0.000000	0.000000	0.107611	-4.135550	26.992001
0	0.000000	0.000000	0.108321	-5.721600	28.045000
0	0.000000	0.000000	0.109347	-6.431785	29.052999
0	0.000000	0.000000	0.110631	-6.901046	30.056999
0	0.000000	0.000000	0.112049	-6.990466	31.089001
0	0.000000	0.000000	0.113270	-6.683480	32.091000
0	0.000000	0.000000	0.114150	-6.220815	33.091000
0	0.000000	0.000000	0.114704	-6.023925	34.070999
0	0.000000	0.000000	0.115017	-6.032881	35.125999
0	0.000000	0.000000	0.115124	-6.040765	36.125999
0	0.000000	0.000000	0.115087	-6.067216	37.159000
0	0.000000	0.000000	0.114960	-5.879160	38.166000
